x	y	Cell_class	Neuron_cluster_ID	z	bregma
-1821x797	-1821.187975	797.296492	Inhibitory	I-1	PVH	-0.14
-1817x820	-1816.725982	820.0308211	Inhibitory	I-2	PVH	-0.14
-1815x845	-1815.227054	845.0467337	Microglia		PVH	-0.14
-1794x913	-1794.090334	913.2864778	OD Immature 1		fx	-0.14
-1791x779	-1790.613239	779.050253	Endothelial 1		PVH	-0.14
-1787x894	-1787.322796	893.8675791	Endothelial 3		fx	-0.14
-1786x807	-1786.166376	806.7566545	Excitatory	E-13	PVH	-0.14
-1785x855	-1784.802539	854.9173499	Endothelial 1		PVH	-0.14
-1782x914	-1782.448685	914.1776632	Astrocyte		fx	-0.14
-1783x796	-1782.634583	796.0547408	Excitatory	E-13	PVH	-0.14
-1779x824	-1778.985385	824.3489281	Astrocyte		PVH	-0.14
-1772x935	-1772.300838	934.7328722	OD Mature 2		fx	-0.14
-1768x885	-1767.638758	884.91431	Endothelial 1		PVH	-0.14
-1759x920	-1758.815403	920.0496337	Astrocyte		fx	-0.14
-1759x812	-1759.294853	812.2072834	Inhibitory	I-1	PVH	-0.14
-1752x835	-1751.770402	835.0472747	Microglia		PVH	-0.14
-1748x869	-1747.858414	868.5762951	Astrocyte		PVH	-0.14
-1736x757	-1736.362054	757.3030415	Endothelial 1		PVH	-0.14
-1918x763	-1918.224481	762.9705402	Astrocyte		PVH	-0.14
-1894x803	-1894.066376	803.241544	Excitatory	E-1	PVH	-0.14
-1880x889	-1880.454447	888.6331691	Microglia		PVT	-0.14
-1852x830	-1851.696156	830.1531131	Inhibitory	I-8	PVH	-0.14
-1840x778	-1839.649804	777.5888068	Excitatory	E-6	PVH	-0.14
-1835x915	-1834.721357	915.1157458	Astrocyte		PVT	-0.14
-1829x776	-1829.426843	776.2317186	Excitatory	E-1	PVH	-0.14
-1801x845	-1800.919598	844.9268839	Astrocyte		PVH	-0.14
-1797x853	-1796.900045	852.8256027	Astrocyte		PVH	-0.14
-1785x770	-1784.963028	770.0699554	Excitatory	E-3	PVH	-0.14
-1781x775	-1780.897732	775.3103089	Astrocyte		PVH	-0.14
-1768x875	-1768.168723	875.1657484	Astrocyte		PVH	-0.14
-1829x859	-1828.834958	859.1332392	Excitatory	E-14	PVH	-0.14
-1793x828	-1792.985446	828.1033851	Excitatory	E-14	PVH	-0.14
-1790x795	-1789.695977	794.8344883	Inhibitory	I-8	PVH	-0.14
-1802x818	-1801.907638	818.4486532	Excitatory	E-1	PVH	-0.14
-1750x770	-1749.728356	769.812353	Inhibitory	I-1	PVH	-0.14
-1885x805	-1884.765615	804.594458	Astrocyte		PVH	-0.14
-1873x921	-1872.869631	920.9579376	Inhibitory	I-1	PVT	-0.14
-1850x863	-1850.076629	862.88818	Astrocyte		PVH	-0.14
-1797x907	-1796.778401	906.7368581	Astrocyte		fx	-0.14
-1770x864	-1769.573945	864.3369568	Astrocyte		PVH	-0.14
-1766x902	-1765.613585	902.1661827	OD Mature 2		fx	-0.14
-1742x907	-1741.706088	907.0618084	Excitatory	E-13	fx	-0.14
-1804x878	-1804.09906	878.2800015	Inhibitory	I-1	PVH	-0.14
-1803x872	-1803.078711	872.1662131	Inhibitory	I-1	PVH	-0.14
-1927x606	-1927.359527	606.3714747	Inhibitory	I-3	PVH	-0.14
-1916x702	-1915.943914	701.7266506	Excitatory	E-11	PVH	-0.14
-1912x637	-1911.588506	636.8106438	Astrocyte		PVH	-0.14
-1909x718	-1909.336792	718.3519761	Microglia		PVH	-0.14
-1895x648	-1894.645035	648.4092619	Inhibitory	I-4	PVH	-0.14
-1895x549	-1895.029809	549.1954511	OD Mature 1		PVH	-0.14
-1893x716	-1892.905671	716.4067872	Astrocyte		PVH	-0.14
-1892x680	-1892.354045	680.0170184	Inhibitory	I-16	PVH	-0.14
-1892x734	-1891.537783	734.3140674	OD Immature 1		PVH	-0.14
-1882x659	-1881.853053	658.9033306	Astrocyte		PVH	-0.14
-1881x614	-1880.941961	613.6730984	Astrocyte		PVH	-0.14
-1878x731	-1878.007331	731.2856878	Inhibitory	I-16	PVH	-0.14
-1878x682	-1877.516678	681.7796378	Inhibitory	I-16	PVH	-0.14
-1868x562	-1868.457393	562.3991186	Inhibitory	I-14	PVH	-0.14
-1846x730	-1846.487864	730.3162786	Excitatory	E-11	PVH	-0.14
-1841x631	-1840.663147	630.7235315	Inhibitory	I-16	PVH	-0.14
-1840x624	-1839.63006	623.5962444	Inhibitory	I-16	PVH	-0.14
-1839x707	-1838.547999	706.5208982	Inhibitory	I-16	PVH	-0.14
-1835x582	-1835.162776	581.7732469	Inhibitory	I-3	PVH	-0.14
-1831x552	-1831.213124	551.968621	Inhibitory	I-14	PVH	-0.14
-1830x716	-1830.49577	715.8924081	Inhibitory	I-10	PVH	-0.14
-1829x654	-1828.690509	653.9480837	Inhibitory	I-7	PVH	-0.14
-1817x731	-1817.230965	730.6031976	Excitatory	E-13	PVH	-0.14
-1812x662	-1811.67682	662.3355897	Astrocyte		PVH	-0.14
-1808x635	-1807.965299	634.9559548	Astrocyte		PVH	-0.14
-1804x656	-1803.596637	656.3747478	Inhibitory	I-16	PVH	-0.14
-1798x726	-1798.004009	725.7980723	Astrocyte		PVH	-0.14
-1797x647	-1796.584381	647.0548674	Inhibitory	I-4	PVH	-0.14
-1787x580	-1786.755863	580.2462874	Excitatory	E-24	PVH	-0.14
-1786x555	-1786.365766	555.1834072	Astrocyte		PVH	-0.14
-1780x702	-1780.420007	701.9174615	Inhibitory	I-16	PVH	-0.14
-1783x566	-1783.495008	565.5283277	Inhibitory	I-14	PVH	-0.14
-1778x600	-1777.538638	600.467768	Excitatory	E-23	PVH	-0.14
-1766x667	-1765.818426	666.7298802	Inhibitory	I-2	PVH	-0.14
-1761x648	-1760.932637	648.2407451	Astrocyte		PVH	-0.14
-1757x611	-1757.430055	610.715876	Excitatory	E-23	PVH	-0.14
-1754x557	-1754.018885	556.7452289	Excitatory	E-19	PVH	-0.14
-1743x569	-1742.703753	568.5038837	Excitatory	E-6	PVH	-0.14
-1894x673	-1893.831403	673.2726739	Inhibitory	I-16	PVH	-0.14
-1887x583	-1887.108225	583.0273633	Inhibitory	I-14	PVH	-0.14
-1878x695	-1878.285207	695.3387523	Astrocyte		PVH	-0.14
-1844x674	-1844.127043	673.8595962	OD Mature 4		PVH	-0.14
-1821x637	-1821.447316	636.7939125	Excitatory	E-19	PVH	-0.14
-1790x713	-1790.4027	712.6185294	Astrocyte		PVH	-0.14
-1781x659	-1781.201395	658.9605151	Astrocyte		PVH	-0.14
-1764x698	-1763.908976	698.4399564	Excitatory	E-17	PVH	-0.14
-1745x596	-1745.02946	596.154124	Inhibitory	I-10	PVH	-0.14
-1888x700	-1888.067997	699.9673622	Inhibitory	I-8	PVH	-0.14
-1853x640	-1853.459722	640.3395216	Inhibitory	I-1	PVH	-0.14
-1846x654	-1846.155804	654.0043464	OD Mature 2		PVH	-0.14
-1804x621	-1804.059087	620.8458112	Inhibitory	I-21	PVH	-0.14
-1789x643	-1789.19804	642.6182473	Inhibitory	I-2	PVH	-0.14
-1764x642	-1764.362725	642.0431832	Inhibitory	I-16	PVH	-0.14
-1750x677	-1750.362039	676.6133111	Excitatory	E-23	PVH	-0.14
-1845x560	-1845.149014	560.0018613	Inhibitory	I-1	PVH	-0.14
-1791x699	-1790.656583	699.3094184	Astrocyte		PVH	-0.14
-1770x561	-1770.095524	560.5957378	Inhibitory	I-4	PVH	-0.14
-1922x685	-1922.401104	685.4716175	Inhibitory	I-15	PVH	-0.14
-1917x693	-1916.863594	693.4299852	Excitatory	E-11	PVH	-0.14
-1906x703	-1906.279771	703.3043241	Inhibitory	I-3	PVH	-0.14
-1866x675	-1865.67868	674.8260533	Inhibitory	I-1	PVH	-0.14
-1860x630	-1859.522967	630.073024	Inhibitory	I-4	PVH	-0.14
-1838x700	-1838.104564	699.5726028	Inhibitory	I-16	PVH	-0.14
-1828x560	-1828.491149	560.3976543	Microglia		PVH	-0.14
-1820x602	-1819.749023	601.8650889	Inhibitory	I-1	PVH	-0.14
-1817x593	-1817.290111	592.5806304	Inhibitory	I-3	PVH	-0.14
-1774x640	-1774.28303	639.61633	Inhibitory	I-10	PVH	-0.14
-1748x573	-1747.909245	573.4797598	Excitatory	E-3	PVH	-0.14
-1876x576	-1876.286346	575.6787039	Inhibitory	I-1	PVH	-0.14
-1922x493	-1921.999854	492.7480882	Inhibitory	I-16	PVH	-0.14
-1915x502	-1914.803532	501.9059312	Inhibitory	I-3	PVH	-0.14
-1916x386	-1916.339974	385.9626578	Inhibitory	I-3	PVH	-0.14
-1912x414	-1912.094528	413.690807	Inhibitory	I-1	PVH	-0.14
-1911x402	-1911.295446	401.7752807	Endothelial 2		PVH	-0.14
-1909x482	-1908.74544	481.6817419	Inhibitory	I-3	PVH	-0.14
-1894x362	-1894.092369	362.4244811	Astrocyte		PVH	-0.14
-1889x493	-1888.731401	493.2134056	Endothelial 1		PVH	-0.14
-1889x358	-1888.677319	358.0682735	Inhibitory	I-16	PVH	-0.14
-1886x509	-1885.839083	508.7799905	Inhibitory	I-10	PVH	-0.14
-1883x432	-1883.138468	432.0565853	Inhibitory	I-3	PVH	-0.14
-1882x466	-1882.084618	465.8818069	Inhibitory	I-16	PVH	-0.14
-1879x483	-1879.053135	483.1641305	Inhibitory	I-15	PVH	-0.14
-1868x373	-1867.531662	373.3029138	Excitatory	E-18	PVH	-0.14
-1854x461	-1853.946302	461.1752876	Inhibitory	I-16	PVH	-0.14
-1853x411	-1852.890929	410.7088733	Inhibitory	I-3	PVH	-0.14
-1846x474	-1846.09107	473.983429	Endothelial 3		PVH	-0.14
-1843x525	-1843.364958	524.6823468	Astrocyte		PVH	-0.14
-1843x499	-1843.412939	499.3222329	Excitatory	E-19	PVH	-0.14
-1841x374	-1841.0103	374.2618756	Inhibitory	I-9	PVH	-0.14
-1839x362	-1838.779546	362.2614294	Inhibitory	I-14	PVH	-0.14
-1839x436	-1839.453998	436.0282876	Astrocyte		PVH	-0.14
-1837x456	-1837.446451	455.941363	Inhibitory	I-4	PVH	-0.14
-1836x504	-1835.944849	504.1599461	Inhibitory	I-21	PVH	-0.14
-1831x486	-1831.220732	485.7466926	Inhibitory	I-3	PVH	-0.14
-1824x395	-1823.537519	394.6243636	Astrocyte		PVH	-0.14
-1810x465	-1810.372839	465.375012	OD Immature 1		PVH	-0.14
-1810x427	-1810.011382	427.4333517	Inhibitory	I-15	PVH	-0.14
-1808x442	-1808.48302	441.8506271	Excitatory	E-12	PVH	-0.14
-1806x364	-1805.802783	363.5525872	Excitatory	E-15	PVH	-0.14
-1796x495	-1795.59071	494.631802	Inhibitory	I-1	PVH	-0.14
-1795x428	-1795.296957	427.5407663	Inhibitory	I-14	PVH	-0.14
-1787x442	-1787.182287	442.4716685	Endothelial 1		PVH	-0.14
-1788x415	-1787.894628	415.0010519	Excitatory	E-2	PVH	-0.14
-1784x386	-1783.728944	386.424313	Excitatory	E-7	PVH	-0.14
-1782x473	-1781.837958	472.7892232	Astrocyte		PVH	-0.14
-1775x405	-1774.660136	404.6768955	Endothelial 1		PVH	-0.14
-1766x368	-1765.77852	367.5619464	Excitatory	E-4	PVH	-0.14
-1766x479	-1766.155836	479.2658469	Excitatory	E-19	PVH	-0.14
-1763x395	-1762.697443	395.0954605	OD Immature 1		PVH	-0.14
-1758x469	-1757.590393	468.7175582	Excitatory	E-23	PVH	-0.14
-1753x447	-1753.166437	447.3690125	Excitatory	E-6	PVH	-0.14
-1752x352	-1752.122816	351.7199948	Astrocyte		BST	-0.14
-1749x425	-1748.638092	425.3933539	Inhibitory	I-14	PVH	-0.14
-1749x511	-1748.633058	511.0736156	Inhibitory	I-16	PVH	-0.14
-1748x365	-1748.499063	365.4969174	Excitatory	E-7	BST	-0.14
-1740x474	-1739.535568	473.8837859	Inhibitory	I-2	PVH	-0.14
-1922x370	-1922.416175	370.3795256	Inhibitory	I-3	PVH	-0.14
-1903x527	-1903.471855	526.8536301	Inhibitory	I-1	PVH	-0.14
-1885x389	-1884.902616	389.217084	Excitatory	E-19	PVH	-0.14
-1868x427	-1867.527702	426.7775966	Endothelial 1		PVH	-0.14
-1839x426	-1838.884323	425.6581526	Inhibitory	I-14	PVH	-0.14
-1801x516	-1800.565406	516.4236054	Excitatory	E-19	PVH	-0.14
-1778x374	-1778.46826	373.7559027	Inhibitory	I-11	PVH	-0.14
-1771x394	-1771.323964	393.7427019	Inhibitory	I-14	PVH	-0.14
-1914x423	-1913.687308	422.6507494	Inhibitory	I-1	PVH	-0.14
-1860x509	-1860.397522	509.4230775	Microglia		PVH	-0.14
-1788x534	-1787.790671	533.7953261	Inhibitory	I-4	PVH	-0.14
-1755x490	-1755.498387	490.1402657	Endothelial 1		PVH	-0.14
-1885x424	-1884.666347	423.8463316	Astrocyte		PVH	-0.14
-1821x512	-1820.853647	511.5672697	Astrocyte		PVH	-0.14
-1804x470	-1803.676281	470.3100508	Astrocyte		PVH	-0.14
-1868x437	-1868.210791	437.0288936	Inhibitory	I-4	PVH	-0.14
-1794x407	-1794.167828	406.5474539	Inhibitory	I-16	PVH	-0.14
-1923x221	-1923.409357	221.0531148	Inhibitory	I-7	PVH	-0.14
-1905x153	-1905.214393	153.2088227	Excitatory	E-19	BST	-0.14
-1898x288	-1897.617807	288.4523382	Inhibitory	I-7	PVH	-0.14
-1894x224	-1893.958802	224.0332235	Excitatory	E-24	PVH	-0.14
-1889x337	-1889.289212	337.2997034	OD Mature 2		PVH	-0.14
-1891x279	-1890.590149	278.6301252	Inhibitory	I-10	PVH	-0.14
-1887x270	-1886.629167	270.0922915	Endothelial 1		PVH	-0.14
-1885x182	-1884.97693	182.3708865	Inhibitory	I-16	BST	-0.14
-1882x312	-1881.731958	312.0799372	Excitatory	E-7	PVH	-0.14
-1880x208	-1880.277221	207.6343702	Excitatory	E-19	PVH	-0.14
-1862x316	-1861.700311	316.0794393	Inhibitory	I-21	PVH	-0.14
-1858x243	-1857.661089	243.3995576	Inhibitory	I-7	PVH	-0.14
-1854x178	-1853.531739	177.8025461	Astrocyte		BST	-0.14
-1853x212	-1852.679588	211.8149213	Inhibitory	I-8	PVH	-0.14
-1846x322	-1845.578755	321.5069669	Inhibitory	I-11	PVH	-0.14
-1845x235	-1845.061664	235.494483	Inhibitory	I-4	PVH	-0.14
-1841x160	-1841.169963	160.4726559	Inhibitory	I-10	BST	-0.14
-1825x158	-1824.865515	158.3880465	Excitatory	E-7	BST	-0.14
-1824x214	-1824.129441	213.5722717	Excitatory	E-7	BST	-0.14
-1821x340	-1820.765668	340.2048973	Endothelial 1		PVH	-0.14
-1818x192	-1818.18821	192.1414777	Excitatory	E-24	BST	-0.14
-1815x239	-1815.201008	239.3097018	Astrocyte		BST	-0.14
-1814x199	-1814.105427	199.173332	Inhibitory	I-7	BST	-0.14
-1809x293	-1809.418513	292.5358408	Inhibitory	I-14	BST	-0.14
-1807x178	-1807.139203	177.5613218	Astrocyte		BST	-0.14
-1807x325	-1806.570961	325.1551782	Astrocyte		PVH	-0.14
-1785x231	-1785.211203	230.7341171	Inhibitory	I-7	BST	-0.14
-1784x176	-1783.757605	176.1792666	Inhibitory	I-27	BST	-0.14
-1780x282	-1780.005642	282.2816952	Excitatory	E-8	BST	-0.14
-1774x211	-1773.901069	211.1381064	Excitatory	E-16	BST	-0.14
-1760x255	-1760.08153	255.1144589	Excitatory	E-7	BST	-0.14
-1754x215	-1754.111324	215.139962	Inhibitory	I-13	BST	-0.14
-1749x263	-1748.720174	262.6027608	Inhibitory	I-2	BST	-0.14
-1750x325	-1749.871327	325.3462986	Excitatory	E-7	BST	-0.14
-1741x197	-1741.158176	197.0589288	Inhibitory	I-13	BST	-0.14
-1909x241	-1908.904609	240.9716061	Inhibitory	I-15	PVH	-0.14
-1876x208	-1875.762666	207.6798219	Excitatory	E-7	PVH	-0.14
-1844x262	-1843.774731	262.4974676	Inhibitory	I-14	PVH	-0.14
-1837x304	-1836.957715	304.4368093	Inhibitory	I-16	PVH	-0.14
-1814x152	-1813.878723	151.6122036	Endothelial 3		BST	-0.14
-1804x265	-1804.047182	264.8114372	Inhibitory	I-14	BST	-0.14
-1785x324	-1785.205308	323.9200461	Excitatory	E-16	PVH	-0.14
-1785x271	-1785.088723	271.4947667	Excitatory	E-7	BST	-0.14
-1777x152	-1777.097884	152.4545913	Inhibitory	I-7	BST	-0.14
-1895x157	-1894.917844	157.2233401	Endothelial 3		BST	-0.14
-1890x312	-1889.603043	312.2117624	Astrocyte		PVH	-0.14
-1871x262	-1870.932262	262.3642589	Inhibitory	I-14	PVH	-0.14
-1867x230	-1866.691087	230.322811	Inhibitory	I-7	PVH	-0.14
-1841x211	-1841.183651	211.346251	Endothelial 1		PVH	-0.14
-1806x165	-1805.729149	165.1508979	Excitatory	E-7	BST	-0.14
-1798x287	-1798.434129	287.4544085	Inhibitory	I-14	BST	-0.14
-1763x307	-1762.836766	306.8451173	Inhibitory	I-13	BST	-0.14
-1888x248	-1887.562322	248.3408475	Inhibitory	I-16	PVH	-0.14
-1769x274	-1769.316546	274.1238875	Inhibitory	I-13	BST	-0.14
-1769x319	-1769.090609	318.9017431	Inhibitory	I-10	BST	-0.14
-1738x334	-1737.914944	333.7996696	Microglia		BST	-0.14
-1921x313	-1921.418538	312.6060543	Inhibitory	I-16	PVH	-0.14
-1921x150	-1921.111983	149.5267282	Astrocyte		BST	-0.14
-1921x166	-1920.608338	166.4037188	Excitatory	E-19	PVH	-0.14
-1919x328	-1919.398727	327.5192958	Inhibitory	I-15	PVH	-0.14
-1888x241	-1888.034706	241.2707779	OD Immature 1		PVH	-0.14
-1880x176	-1879.97803	175.8949364	Inhibitory	I-16	BST	-0.14
-1868x155	-1867.801261	154.5722083	Excitatory	E-7	BST	-0.14
-1853x268	-1852.67527	267.8318498	Inhibitory	I-8	PVH	-0.14
-1830x329	-1829.688976	329.0325737	Inhibitory	I-14	PVH	-0.14
-1828x306	-1827.583474	306.3505601	Inhibitory	I-30	PVH	-0.14
-1795x198	-1794.647079	198.4547881	Inhibitory	I-1	BST	-0.14
-1760x201	-1760.138169	200.5813218	Inhibitory	I-13	BST	-0.14
-1751x307	-1751.1691	307.3687335	Excitatory	E-7	BST	-0.14
-1774x167	-1774.011268	166.855766	Inhibitory	I-13	BST	-0.14
-1767x164	-1767.342723	163.583857	Inhibitory	I-7	BST	-0.14
-1924x68	-1924.32694	67.94658754	Microglia		MPN	-0.14
-1924x11	-1923.573499	10.99774118	Excitatory	E-19	MPN	-0.14
-1924x-9	-1924.12869	-8.936331288	Excitatory	E-8	MPN	-0.14
-1923x-43	-1923.106164	-42.80681611	Excitatory	E-17	MPN	-0.14
-1916x49	-1915.657583	49.46081489	Microglia		MPN	-0.14
-1909x127	-1909.08206	126.9186874	Inhibitory	I-16	BST	-0.14
-1908x-9	-1907.748871	-9.382134919	OD Immature 1		MPN	-0.14
-1898x40	-1898.483262	40.3772197	Inhibitory	I-15	MPN	-0.14
-1875x-16	-1874.90031	-16.28775491	Inhibitory	I-23	MPN	-0.14
-1875x53	-1874.610141	52.62470967	Inhibitory	I-15	MPN	-0.14
-1872x22	-1872.305182	21.61009265	Inhibitory	I-7	MPN	-0.14
-1873x-27	-1872.916613	-26.58552176	Inhibitory	I-14	MPN	-0.14
-1873x107	-1872.634563	107.1702551	Inhibitory	I-14	BST	-0.14
-1869x2	-1868.569376	2.234441703	Inhibitory	I-11	MPN	-0.14
-1857x83	-1857.42585	82.63231874	Astrocyte		BST	-0.14
-1857x74	-1857.215838	73.92660443	Inhibitory	I-34	BST	-0.14
-1855x37	-1855.003432	36.83853784	Excitatory	E-17	MPN	-0.14
-1858x-30	-1857.898991	-29.87480814	Inhibitory	I-15	MPN	-0.14
-1855x129	-1854.687234	128.8637433	Endothelial 1		BST	-0.14
-1856x-7	-1855.516954	-6.95055161	Astrocyte		MPN	-0.14
-1845x6	-1844.679162	5.887671741	Inhibitory	I-15	MPN	-0.14
-1837x64	-1837.488281	64.30540508	Inhibitory	I-2	MPN	-0.14
-1832x-30	-1831.629758	-29.82494156	Excitatory	E-15	MPN	-0.14
-1831x66	-1830.698794	66.467785	Endothelial 3		MPN	-0.14
-1829x48	-1829.228233	47.6412828	Excitatory	E-8	MPN	-0.14
-1820x-28	-1820.486874	-27.58585165	Inhibitory	I-15	MPN	-0.14
-1820x-3	-1819.963749	-3.314886441	Inhibitory	I-15	MPN	-0.14
-1818x-42	-1817.777451	-41.52955442	Excitatory	E-7	MPN	-0.14
-1816x124	-1816.418827	123.9374924	OD Immature 1		BST	-0.14
-1812x80	-1812.211791	80.16643208	Excitatory	E-16	MPN	-0.14
-1806x134	-1805.658036	133.5299556	Microglia		BST	-0.14
-1806x33	-1805.990102	33.27579389	Inhibitory	I-1	MPN	-0.14
-1802x-39	-1801.563708	-38.50024956	Inhibitory	I-13	MPN	-0.14
-1801x7	-1801.164908	7.043946764	Endothelial 3		MPN	-0.14
-1792x70	-1791.545439	70.04359998	Astrocyte		MPN	-0.14
-1788x135	-1788.095944	134.7228478	Excitatory	E-8	BST	-0.14
-1787x-24	-1787.09687	-24.01172408	Inhibitory	I-11	MPN	-0.14
-1785x54	-1785.184993	54.37574677	Inhibitory	I-14	MPN	-0.14
-1785x103	-1784.613015	103.0416344	Inhibitory	I-14	BST	-0.14
-1781x-38	-1781.17356	-37.82516399	Inhibitory	I-11	MPN	-0.14
-1779x37	-1779.201833	37.41012363	Excitatory	E-12	MPN	-0.14
-1771x6	-1771.39638	6.448399817	Inhibitory	I-16	MPN	-0.14
-1770x25	-1770.09598	24.9223086	Inhibitory	I-14	MPN	-0.14
-1769x102	-1769.014066	101.6791429	Inhibitory	I-14	BST	-0.14
-1764x81	-1764.381416	81.36428418	Inhibitory	I-34	BST	-0.14
-1762x39	-1762.039123	39.39783379	Inhibitory	I-14	MPN	-0.14
-1758x-19	-1757.65251	-18.71495023	Inhibitory	I-11	MPN	-0.14
-1745x134	-1745.016428	134.4739935	Excitatory	E-7	BST	-0.14
-1744x54	-1743.835359	54.26969815	Excitatory	E-16	MPN	-0.14
-1742x118	-1741.735426	117.7749812	Inhibitory	I-7	BST	-0.14
-1921x-25	-1921.203827	-25.49376201	Inhibitory	I-15	MPN	-0.14
-1897x128	-1896.785928	127.8598054	Excitatory	E-8	BST	-0.14
-1888x99	-1888.003377	98.56075841	Excitatory	E-17	BST	-0.14
-1869x119	-1868.831437	118.9009479	OD Mature 2		BST	-0.14
-1849x127	-1848.944163	126.6431915	Astrocyte		BST	-0.14
-1846x40	-1845.814774	40.17606614	Inhibitory	I-15	MPN	-0.14
-1836x128	-1835.818837	128.1975807	Inhibitory	I-13	BST	-0.14
-1815x-19	-1815.24658	-18.71584612	OD Mature 4		MPN	-0.14
-1799x101	-1799.258107	101.2398604	Inhibitory	I-13	BST	-0.14
-1784x68	-1783.574834	68.2589028	Endothelial 1		MPN	-0.14
-1782x96	-1781.811371	95.6839848	Endothelial 1		BST	-0.14
-1776x115	-1775.922723	114.8871039	Excitatory	E-19	BST	-0.14
-1909x62	-1908.713401	61.55216142	Inhibitory	I-3	MPN	-0.14
-1882x-44	-1882.251566	-44.43855125	Inhibitory	I-7	MPN	-0.14
-1855x28	-1855.042058	28.45371035	Excitatory	E-7	MPN	-0.14
-1774x-49	-1773.810617	-48.69319207	Inhibitory	I-11	MPN	-0.14
-1754x113	-1754.407356	113.2029626	Inhibitory	I-11	BST	-0.14
-1751x98	-1751.392361	98.2786953	Inhibitory	I-11	BST	-0.14
-1879x95	-1878.987992	95.0967985	Inhibitory	I-16	BST	-0.14
-1875x83	-1875.188916	83.06607654	Inhibitory	I-14	BST	-0.14
-1759x65	-1758.637195	64.97633355	Inhibitory	I-11	MPN	-0.14
-1886x26	-1886.173864	26.25590803	Astrocyte		MPN	-0.14
-1877x-8	-1877.039185	-8.085875446	Inhibitory	I-15	MPN	-0.14
-1856x95	-1856.192702	94.58189362	Microglia		BST	-0.14
-1851x-25	-1850.748885	-25.4973084	Inhibitory	I-15	MPN	-0.14
-1851x-15	-1851.107689	-15.19157561	Inhibitory	I-11	MPN	-0.14
-1846x65	-1845.766146	65.13875758	Inhibitory	I-15	MPN	-0.14
-1837x0	-1836.935248	-0.456904828	Inhibitory	I-15	MPN	-0.14
-1830x100	-1829.707682	99.89624434	Excitatory	E-16	BST	-0.14
-1827x118	-1827.054222	118.2616962	Inhibitory	I-15	BST	-0.14
-1800x-27	-1800.071901	-26.86855869	Inhibitory	I-12	MPN	-0.14
-1789x9	-1788.809162	9.343383086	Inhibitory	I-7	MPN	-0.14
-1784x-3	-1784.432649	-3.242675143	Excitatory	E-8	MPN	-0.14
-1774x-8	-1773.859044	-7.55881171	Inhibitory	I-34	MPN	-0.14
-1764x-28	-1763.83488	-28.01672577	Inhibitory	I-15	MPN	-0.14
-1751x17	-1750.868725	17.13543825	Inhibitory	I-11	MPN	-0.14
-1923x-85	-1923.16398	-84.61188393	Inhibitory	I-15	MPN	-0.14
-1921x-239	-1921.425422	-238.6786964	Inhibitory	I-15	MPN	-0.14
-1916x-110	-1915.926089	-110.292054	Inhibitory	I-15	MPN	-0.14
-1911x-111	-1911.026906	-110.9626082	Inhibitory	I-14	MPN	-0.14
-1907x-212	-1907.253931	-212.0049264	Inhibitory	I-15	MPN	-0.14
-1898x-74	-1898.410718	-74.37180152	Astrocyte		MPN	-0.14
-1893x-116	-1893.172911	-116.2404001	Endothelial 1		MPN	-0.14
-1893x-223	-1893.180608	-223.4434763	Inhibitory	I-15	MPN	-0.14
-1890x-137	-1889.604755	-136.5255576	Inhibitory	I-15	MPN	-0.14
-1885x-243	-1884.547194	-243.392503	Inhibitory	I-12	MPN	-0.14
-1883x-199	-1882.644187	-199.1506847	Inhibitory	I-15	MPN	-0.14
-1876x-248	-1876.040236	-247.7352199	Inhibitory	I-15	MPN	-0.14
-1875x-85	-1874.781394	-85.34192878	OD Immature 1		MPN	-0.14
-1873x-174	-1873.349643	-173.6822729	Inhibitory	I-15	MPN	-0.14
-1867x-129	-1866.963233	-128.5893617	Inhibitory	I-15	MPN	-0.14
-1864x-225	-1864.19037	-225.3938723	Inhibitory	I-12	MPN	-0.14
-1857x-131	-1857.313662	-131.0042467	Excitatory	E-17	MPN	-0.14
-1860x-69	-1859.90405	-69.0228409	Inhibitory	I-11	MPN	-0.14
-1855x-118	-1855.220342	-118.002897	Inhibitory	I-12	MPN	-0.14
-1842x-101	-1841.957852	-100.5839227	Excitatory	E-12	MPN	-0.14
-1841x-148	-1840.907043	-148.4337191	Inhibitory	I-11	MPN	-0.14
-1835x-180	-1834.718316	-179.9655452	Inhibitory	I-15	MPN	-0.14
-1834x-247	-1834.30984	-247.2543757	Excitatory	E-17	MPN	-0.14
-1836x-160	-1835.967481	-159.9157501	Inhibitory	I-11	MPN	-0.14
-1828x-81	-1827.775475	-80.57855275	Inhibitory	I-1	MPN	-0.14
-1826x-122	-1825.964455	-121.6321625	Inhibitory	I-12	MPN	-0.14
-1824x-103	-1823.684385	-103.2503669	Inhibitory	I-11	MPN	-0.14
-1822x-215	-1821.997048	-215.4250474	Excitatory	E-8	MPN	-0.14
-1818x-174	-1818.138475	-174.1252702	Inhibitory	I-11	MPN	-0.14
-1809x-220	-1808.517907	-219.8185392	Inhibitory	I-12	MPN	-0.14
-1808x-174	-1807.514809	-174.4342716	Inhibitory	I-10	MPN	-0.14
-1808x-192	-1808.011477	-191.6068354	Inhibitory	I-12	MPN	-0.14
-1808x-246	-1807.970523	-246.0356049	Inhibitory	I-11	MPN	-0.14
-1807x-94	-1806.620865	-93.97811201	Inhibitory	I-11	MPN	-0.14
-1802x-109	-1802.420984	-109.3869411	Inhibitory	I-12	MPN	-0.14
